price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,HouseAge,Renovated,lat,BathRoom*Lat,BedRoom*Lat,long,sqft_living15,sqft_lot15
1.15E+06,3,2.5,2850,10474,1,0,0,4,8,1730,1120,60,0,47.6218,119.0545,142.8654,-122.209,2820,10474
595000,4,1.75,1880,4080,1,0,0,3,7,940,940,91,0,47.6754,83.43195,190.7016,-122.327,1410,4080
340000,5,2.75,2440,6858,2,0,0,3,8,2440,0,11,0,47.3655,130.255125,236.8275,-122.174,2300,6858
388000,4,2.5,2560,5800,2,0,0,3,9,2560,0,10,0,47.3474,118.3685,189.3896,-122.025,3040,5800
404000,3,1.75,1410,15210,1,0,0,3,7,1410,0,64,1,47.4181,82.981675,142.2543,-122.339,1970,16290
810000,3,2,2870,6360,1.5,0,1,4,8,1790,1080,68,0,47.6813,95.3626,143.0439,-122.275,2310,6466
405000,4,2.5,2620,9359,2,0,0,3,9,2620,0,28,0,47.438,118.595,189.752,-122.152,2580,7433
726000,5,3,2970,10335,2,0,0,3,9,2970,0,14,0,47.598,142.794,237.99,-122.019,2970,10335
266000,3,2.5,1780,7214,1,0,0,4,7,1400,380,28,0,47.3667,118.41675,142.1001,-122.182,1520,7228
722500,5,2.25,3700,7207,1,0,1,5,8,1850,1850,44,0,47.7736,107.4906,238.868,-122.371,2340,7900
352000,4,2.5,1252,25002,1,0,0,3,8,992,260,19,0,47.3216,118.304,189.2864,-122.291,1860,25002
265000,4,1.5,1240,8158,1,0,0,4,7,1110,130,54,0,47.3716,71.0574,189.4864,-122.31,1520,8147
856000,3,2.5,2160,3920,2,0,0,3,9,2160,0,1,0,47.5762,118.9405,142.7286,-122.415,1500,4920
346950,3,2.5,2040,4348,2,0,0,4,8,2040,0,8,0,47.3517,118.37925,142.0551,-121.999,2380,4348
866059,5,3.5,3130,4797,2,0,0,3,9,2570,560,0,0,47.5664,166.4824,237.832,-122.129,3440,5439
410000,3,2.5,2350,4456,2,0,0,3,7,2350,0,11,0,47.5314,118.8285,142.5942,-121.854,2350,4456
370000,3,1.75,1570,16817,2,0,0,3,7,1570,0,32,0,47.4716,83.0753,142.4148,-121.756,1600,16817
230000,3,1,1530,389126,1.5,0,0,4,7,1530,0,95,0,47.1776,47.1776,141.5328,-122.011,1768,42148
400000,2,2,1520,5010,1,0,0,3,7,1520,0,15,0,47.6948,95.3896,95.3896,-122.364,1110,5040
172000,3,1,1350,9680,1,0,0,4,7,820,530,56,0,47.3274,47.3274,141.9822,-122.346,1320,9225
615000,3,1.75,1950,8480,1,0,0,4,8,1250,700,52,0,47.5893,83.281275,142.7679,-122.15,1740,8480
860000,4,3.5,3950,9600,2,0,0,3,10,3950,0,17,0,47.5945,166.58075,190.378,-121.981,3110,10213
555000,3,1.75,2040,6000,1,0,0,5,7,1120,920,56,0,47.5688,83.2454,142.7064,-122.397,1530,6250
579000,3,2.5,1990,4040,1.5,0,0,5,8,1390,600,88,0,47.6867,119.21675,143.0601,-122.354,1180,3030
385000,3,1.75,1300,7030,1,0,0,3,7,1300,0,46,0,47.721,83.51175,143.163,-122.179,1450,7650
420000,4,2.25,2030,12000,2,0,0,3,7,2030,0,38,0,47.7699,107.482275,191.0796,-122.168,2190,9900
645000,3,1.75,2340,6750,1.5,0,0,5,7,1620,720,100,0,47.6956,83.4673,143.0868,-122.335,1410,3388
549950,3,2.5,2160,6288,2,0,0,3,8,2160,0,19,0,47.7655,119.41375,143.2965,-122.35,1830,7600
678000,3,2.75,2770,10000,1,0,1,5,8,1640,1130,52,0,47.7011,131.178025,143.1033,-122.206,2450,10000
199000,4,2,2030,8120,2,0,0,3,7,2030,0,64,0,47.4994,94.9988,189.9976,-122.261,1520,9440
604000,3,1,1440,13824,1,0,0,4,7,1440,0,58,0,47.5872,47.5872,142.7616,-122.241,2540,12092
268000,5,1.75,1730,10368,1,0,0,5,7,1010,720,52,0,47.5008,83.1264,237.504,-122.162,1730,7728
960000,5,3.5,4510,16305,2,0,0,3,10,2820,1690,11,0,47.6346,166.7211,238.173,-122.011,4330,18741
509250,3,2.5,2100,7600,1,0,0,4,7,1450,650,35,0,47.6968,119.242,143.0904,-122.127,2010,7600
416000,3,2.5,1800,5372,2,0,0,3,8,1800,0,27,0,47.7188,119.297,143.1564,-122.177,1650,6014
190000,3,1,1090,8520,1,0,0,3,7,1090,0,47,0,47.3364,47.3364,142.0092,-122.307,1190,8520
212000,3,1.5,1010,10000,1,0,0,4,7,1010,0,42,0,47.2881,70.93215,141.8643,-122.294,2420,34637
325900,3,2.5,2040,9765,2,0,0,3,8,2040,0,29,0,47.309,118.2725,141.927,-122.349,2350,10150
560000,3,3.5,2270,4088,2,0,0,3,8,1880,390,18,0,47.5356,166.3746,142.6068,-122.384,1760,5425
275000,3,2.5,1730,5799,2,0,0,4,7,1730,0,27,0,47.3499,118.37475,142.0497,-122.177,1710,6490
665000,4,2.5,2480,15411,2,0,2,3,8,2480,0,21,0,47.5379,118.84475,190.1516,-122.16,2940,14679
1.51E+06,4,3.5,3480,7232,2,0,0,3,9,2580,900,88,1,47.5859,166.55065,190.3436,-122.291,2380,5642
375000,4,2,1720,2410,1,0,0,3,7,970,750,84,1,47.5252,95.0504,190.1008,-122.361,1160,1404
359950,3,1.75,1570,6975,1,0,0,3,7,1040,530,35,0,47.5137,83.148975,142.5411,-122.37,1280,7813
340000,4,2.75,3527,7200,2,0,0,3,7,3527,0,10,0,47.3823,130.301325,189.5292,-122.3,2490,7200
401000,2,1,840,8100,1,0,0,4,7,840,0,66,0,47.7019,47.7019,95.4038,-122.366,1100,8220
669000,2,1.75,1950,10766,1,0,3,4,6,1160,790,62,0,47.4504,83.0382,94.9008,-122.377,1780,11721
638500,4,2.5,1980,6568,2,0,0,3,8,1980,0,11,0,47.704,119.26,190.816,-122.101,2310,6496
545000,2,1.5,1620,3760,2,0,0,5,7,1170,450,91,0,47.6012,71.4018,95.2024,-122.291,2130,4000
524000,4,1,1980,7015,1,0,0,3,7,1260,720,41,0,47.7204,47.7204,190.8816,-122.18,1570,7626
1.61E+06,5,3.75,3530,13260,2,0,0,3,10,3530,0,1,0,47.5761,178.410375,237.8805,-122.205,3340,13260
280000,2,1,1260,4800,1,0,0,3,6,1100,160,67,0,47.5196,47.5196,95.0392,-122.376,1260,2435
828000,4,2.5,2120,10841,1,0,0,4,8,1500,620,35,0,47.556,118.89,190.224,-122.156,3130,10950
223000,3,1.75,1360,10573,1,0,0,4,7,1360,0,30,0,47.2983,82.772025,141.8949,-122.374,1580,8280
1.29E+06,4,3.5,3100,2261,2,0,2,3,9,2250,850,34,0,47.6512,166.7792,190.6048,-122.202,2660,2000
750000,2,2,2370,155130,1,0,0,3,7,2370,0,45,0,47.7388,95.4776,95.4776,-121.972,1860,14475
430000,2,1,1460,9207,1,0,0,3,7,1210,250,68,0,47.7195,47.7195,95.439,-122.287,1500,6898
711000,4,1.75,1980,10800,1,0,0,5,6,990,990,66,0,47.5768,83.2594,190.3072,-122.222,2180,10800
310000,4,2.5,1930,7014,2,0,0,3,8,1930,0,20,0,47.3921,118.48025,189.5684,-122.163,1990,7920
415000,5,1.75,3700,9140,1,0,0,3,8,1850,1850,57,0,47.5086,83.14005,237.543,-122.258,2190,6720
274900,4,2.5,1970,6600,2,0,0,3,7,1970,0,27,0,47.3491,118.37275,189.3964,-122.168,1970,7682
525000,3,3,2470,36445,2,0,0,4,8,2470,0,34,0,47.4661,142.3983,142.3983,-121.997,2310,35350
179500,3,1,1180,32214,1,0,0,3,7,1180,0,62,0,47.3313,47.3313,141.9939,-122.198,2300,13714
478000,3,1,1280,2580,1.5,0,0,3,8,1280,0,104,1,47.6727,47.6727,143.0181,-122.32,1410,3150
195000,3,1.75,1380,7350,1,0,0,3,7,990,390,33,0,47.369,82.89575,142.107,-122.093,1660,8400
385000,4,3,2740,10925,1,0,0,3,8,1670,1070,35,0,47.4538,142.3614,189.8152,-122.125,2330,9940
401000,3,2.75,2020,9505,1,0,0,3,7,1260,760,45,0,47.7399,131.284725,143.2197,-122.197,2080,11901
522000,4,2.5,2835,6598,2,0,0,3,8,2835,0,12,0,47.3878,118.4695,189.5512,-122.034,2770,6969
330000,4,1.75,1520,14417,1,0,0,4,7,1520,0,47,0,47.526,83.1705,190.104,-121.809,1600,10716
503000,3,2.5,2190,4882,2,0,0,3,9,2190,0,15,0,47.7641,119.41025,143.2923,-122.306,2190,7055
175000,5,1.75,1680,8400,1,0,0,4,7,1680,0,36,0,47.3035,82.781125,236.5175,-122.307,1800,8550
963990,4,3.5,3915,6364,2,0,0,3,9,3915,0,1,0,47.6844,166.8954,190.7376,-122.016,3830,6507
845000,5,2,1720,9972,1,0,0,4,8,1720,0,63,0,47.6368,95.2736,238.184,-122.218,2700,9023
157500,2,1,670,4500,1,0,0,3,5,670,0,110,0,47.5271,47.5271,95.0542,-122.326,1210,4500
450000,2,3,1790,1709,2,0,0,3,7,1400,390,13,0,47.5926,142.7778,95.1852,-122.296,1460,1462
925000,4,1.75,2440,11793,1,0,4,3,8,1420,1020,64,0,47.6807,83.441225,190.7228,-122.267,2500,8028
600000,2,1,920,5029,1,0,0,4,7,920,0,77,0,47.6726,47.6726,95.3452,-122.265,1230,5029
709000,4,1,1680,4087,1.5,0,0,3,7,1680,0,103,0,47.6667,47.6667,190.6668,-122.337,1740,3745
1.39E+06,5,3.75,3290,6480,2,0,0,5,10,2190,1100,76,0,47.653,178.69875,238.265,-122.415,2010,7639
248000,3,2.5,2120,6840,1,0,0,3,7,1220,900,30,0,47.278,118.195,141.834,-122.145,1820,8200
245000,3,1,910,6630,1,0,0,4,6,910,0,103,0,47.6947,47.6947,143.0841,-122.346,950,5100
332000,2,1,1000,4776,1,0,0,4,6,1000,0,72,0,47.5619,47.5619,95.1238,-122.315,1500,4800
459950,3,2.5,2340,4273,2,0,0,3,7,2340,0,13,0,47.5362,118.8405,142.6086,-121.878,2400,4624
425000,3,2,1180,1800,2,0,2,3,8,1180,0,21,0,47.6168,95.2336,142.8504,-122.301,1500,1948
460000,3,2.25,2080,50965,1,0,0,3,8,1590,490,35,0,47.7506,107.43885,143.2518,-122.063,2270,51836
838300,6,2.5,3760,12978,1,0,0,3,9,2360,1400,47,0,47.6976,119.244,286.1856,-122.381,2300,7362
256000,3,2.5,1480,7200,2,0,0,5,7,1480,0,19,0,47.3126,118.2815,141.9378,-122.023,1350,7200
864000,3,2.75,3060,13554,2,0,0,3,10,3060,0,31,0,47.5609,130.792475,142.6827,-122.106,3060,11455
900000,4,3.5,3070,4440,2,0,0,3,9,2030,1040,93,1,47.5732,166.5062,190.2928,-122.411,1780,4800
145600,3,1,1170,7560,1,0,0,3,6,1170,0,57,0,47.4514,47.4514,142.3542,-122.178,1170,7560
865000,5,3,2900,6730,1,0,0,5,8,1830,1070,37,0,47.6784,143.0352,238.392,-122.285,2370,6283
250250,3,2.25,2210,8000,2,0,0,4,8,2210,0,45,0,47.3085,106.444125,141.9255,-122.381,1990,8000
162000,4,2,1440,7641,1,0,0,4,5,1440,0,71,0,47.508,95.016,190.032,-122.183,1440,7750
450000,4,1.75,1980,7350,1,0,0,3,7,1430,550,41,0,47.7088,83.4904,190.8352,-122.202,1870,7920
675500,4,2.75,2060,21344,1,0,0,2,8,1460,600,37,0,47.5934,130.88185,190.3736,-122.154,2060,16088
697000,3,2.25,2420,5304,1.5,0,0,5,7,1640,780,67,0,47.6765,107.272125,143.0295,-122.285,1560,5304
1.32E+06,3,3.25,3440,4080,2,0,0,3,9,2560,880,9,0,47.6644,154.9093,142.9932,-122.28,3110,4080
490000,3,1.75,1600,16510,1,0,0,3,8,1600,0,30,0,47.6601,83.405175,142.9803,-122.135,1510,10407
590000,3,2.25,2210,5742,1,0,0,3,8,1460,750,63,0,47.6891,107.300475,143.0673,-122.318,1900,4590
280000,4,1.75,2250,16000,1,0,0,3,8,1450,800,58,0,47.3303,82.828025,189.3212,-122.351,1930,16000
515000,2,1,1680,6500,1,0,0,4,7,1140,540,73,0,47.55,47.55,95.1,-122.388,1610,6500
576000,3,1,1140,5395,1,0,0,4,7,1010,130,105,0,47.6782,47.6782,143.0346,-122.306,1700,5376
375000,3,1.75,1430,10574,2,0,0,3,7,1430,0,33,0,47.7668,83.5919,143.3004,-122.218,1900,10450
478000,3,1,1440,7107,1,0,0,4,7,1000,440,35,0,47.6968,47.6968,143.0904,-122.124,1540,7140
282000,3,1,1670,5200,1,0,0,5,7,1030,640,38,0,47.3659,47.3659,142.0977,-122.092,1620,6696
1.40E+06,4,4.5,3080,10550,2,0,3,3,8,1940,1140,38,1,47.5806,214.1127,190.3224,-122.244,2780,10550
593500,5,3.25,4300,50405,2,0,0,3,8,3220,1080,43,0,47.4615,154.249875,237.3075,-122,2680,41684
724950,4,3.5,3010,174240,2,0,0,3,9,3010,0,10,0,47.4775,166.17125,189.91,-121.691,2720,247856
306000,3,1.75,1560,7500,1,0,0,4,8,1560,0,48,0,47.489,83.10575,142.467,-122.18,1600,7904
341000,4,1.75,1920,7665,1,0,0,4,8,1500,420,39,0,47.4476,83.0333,189.7904,-122.128,2100,7344
399950,3,2.5,1400,4400,1,0,0,3,7,1400,0,84,1,47.553,118.8825,142.659,-122.365,1060,4400
534000,5,2,2280,3600,2,0,0,3,7,2280,0,22,0,47.6056,95.2112,238.028,-122.305,1740,1800
635000,6,2.5,3880,5700,2,0,0,3,7,3880,0,11,0,47.6816,119.204,286.0896,-122.038,2620,5070
350000,2,1,1350,3880,1,0,0,3,6,950,400,88,0,47.6842,47.6842,95.3684,-122.344,1670,3920
856000,3,1.5,1480,2700,1.5,0,0,3,7,1480,0,87,0,47.623,71.4345,142.869,-122.304,1970,4200
582000,4,3,1670,1189,3,0,0,3,8,1427,243,14,0,47.6182,142.8546,190.4728,-122.302,1700,1401
799000,4,2.5,3400,6742,2,0,0,3,9,3400,0,10,0,47.7067,119.26675,190.8268,-122.129,2970,6909
423700,3,2.5,2070,3986,2,0,0,3,8,2070,0,15,0,47.5348,118.837,142.6044,-121.877,2090,3986
1.84E+06,4,3.5,4870,39190,2,0,0,3,12,4870,0,20,0,47.5447,166.40645,190.1788,-122.124,5000,33880
322000,3,2,1760,43575,1,0,0,3,7,1160,600,26,0,47.3565,94.713,142.0695,-121.94,1760,46038
929000,4,3.25,4030,57499,2,0,0,3,9,4030,0,12,0,47.6617,154.900525,190.6468,-122.026,3470,57499
443000,2,1,1130,5413,1,0,0,3,7,880,250,75,0,47.6971,47.6971,95.3942,-122.315,1250,5413
441500,3,1.75,1510,7700,1,0,0,3,7,1510,0,47,0,47.7283,83.524525,143.1849,-122.194,1440,7416
875000,4,3.5,3110,108464,2,0,2,4,8,3110,0,35,0,47.592,166.572,190.368,-122.018,2340,4938
3.60E+06,3,3.25,5020,12431,2,1,4,3,10,3420,1600,73,1,47.5925,154.675625,142.7775,-122.287,3680,12620
450000,2,1,740,5100,1,0,0,4,7,740,0,68,0,47.6787,47.6787,95.3574,-122.301,920,5100
425000,3,2.25,1630,10500,1,0,0,3,7,1100,530,40,0,47.7176,107.3646,143.1528,-122.236,1640,9794
660000,4,1.75,2780,9900,2,0,0,4,10,2780,0,36,0,47.6348,83.3609,190.5392,-122.06,2600,12000
763101,3,1.75,1990,5560,1,0,0,4,7,1100,890,75,0,47.664,83.412,142.992,-122.287,1460,3706
499000,4,2.75,2250,14149,2,0,0,3,9,2250,0,23,0,47.7353,131.272075,190.9412,-121.962,2450,14027
521000,3,1.75,1720,37363,1,0,0,4,8,1350,370,41,0,47.6608,83.4064,142.9824,-122.035,2740,40635
302000,2,1,900,423838,1,0,2,5,6,900,0,89,0,47.228,47.228,94.456,-122.088,1810,94960
293000,4,2.25,2360,6260,2,0,0,3,7,2360,0,17,0,47.3882,106.62345,189.5528,-122.053,2144,6773
335000,3,2.25,1530,4580,2,0,0,3,7,1530,0,3,0,47.7342,107.40195,143.2026,-121.968,2110,4094
499000,2,1,1450,3090,2,0,0,3,7,1450,0,95,1,47.6853,47.6853,95.3706,-122.356,1450,4635
600000,3,1.75,2040,5000,1.5,0,0,3,7,1780,260,91,0,47.6756,83.4323,143.0268,-122.299,1690,5000
720000,4,1.75,2620,11041,1.5,0,0,4,9,2620,0,52,0,47.5975,83.295625,190.39,-122.174,2230,11041
195000,2,2,1180,2553,2,0,0,3,6,1180,0,10,0,47.3501,94.7002,94.7002,-122.02,1310,2687
249000,3,1,1110,8423,1,0,0,3,7,1110,0,62,0,47.4718,47.4718,142.4154,-122.342,1140,9083
334000,3,2.25,1840,9781,2,0,0,3,7,1840,0,26,0,47.7347,107.403075,143.2041,-121.976,1490,10101
599950,4,1.75,2720,7810,1,0,0,3,8,1510,1210,62,0,47.6788,83.4379,190.7152,-122.283,2120,7315
149900,2,1.75,1090,1950,1,0,0,4,8,1090,0,33,0,47.3782,82.91185,94.7564,-122.319,1360,3426
700000,4,1.75,1730,6500,1,0,0,3,7,1250,480,69,0,47.6982,83.47185,190.7928,-122.282,1910,8100
525000,4,1.5,1170,6240,1,0,0,4,6,1170,0,54,0,47.5495,71.32425,190.198,-122.232,2380,8846
1.05E+06,4,3.75,4740,126759,2,0,0,4,10,4740,0,23,0,47.4449,177.918375,189.7796,-121.979,3060,118047
402000,3,2.5,1960,8000,1,0,0,4,7,1290,670,37,0,47.7249,119.31225,143.1747,-122.178,1960,8000
450000,3,2,1430,3480,1,0,0,3,7,980,450,67,0,47.6874,95.3748,143.0622,-122.336,1450,4650
520000,3,2.25,2510,43995,2,0,0,3,8,2510,0,33,0,47.4545,106.772625,142.3635,-121.988,2470,48351
205000,3,1.75,1420,6980,1,0,0,5,7,820,600,34,0,47.2873,82.752775,141.8619,-122.367,1470,7319
635000,3,2.25,2680,175982,1,0,0,3,9,2680,0,10,0,47.4487,106.759575,142.3461,-122.033,3170,215186
210500,3,1,1220,9600,1,0,0,5,7,1220,0,57,0,47.2622,47.2622,141.7866,-122.282,1310,9600
406650,2,1,1070,6100,1,0,0,3,6,1070,0,74,0,47.5698,47.5698,95.1396,-122.377,1770,5695
350000,3,1.75,1580,19998,1,0,0,4,7,1580,0,47,0,47.3299,82.827325,141.9897,-122.046,1860,19998
425000,4,1.75,1820,6000,1,0,0,3,7,930,890,73,0,47.6872,83.4526,190.7488,-122.296,1590,6000
798000,3,3.5,3590,6402,2,0,0,3,10,3590,0,15,0,47.6336,166.7176,142.9008,-122.063,3230,7305
180000,3,1,1960,9583,2,0,0,2,5,1960,0,106,0,47.505,47.505,142.515,-122.171,1850,8324
1.25E+06,5,3.25,3160,13238,2,0,0,5,8,3160,0,42,0,47.5373,154.496225,237.6865,-122.224,2360,12042
435000,4,2,2030,4033,2,0,0,4,7,1630,400,90,0,47.7056,95.4112,190.8224,-122.342,1350,1340
355000,3,1.5,1240,15867,1,0,0,3,7,1240,0,52,0,47.7167,71.57505,143.1501,-122.202,1570,9600
3.00E+06,5,3.25,5370,14091,2,0,0,3,10,3850,1520,97,1,47.6499,154.862175,238.2495,-122.216,2410,12047
685000,5,2.5,2670,14455,2,0,0,5,9,2670,0,56,0,47.7565,119.39125,238.7825,-122.284,1810,14455
311000,3,1,1640,12060,1,0,0,4,7,1640,0,54,0,47.4941,47.4941,142.4823,-122.151,1680,9147
305000,4,2.25,2130,9600,1,0,0,4,7,2130,0,48,0,47.4119,106.676775,189.6476,-122.211,1710,9600
675000,3,2.5,2550,4954,1.5,0,0,4,7,1850,700,90,0,47.5758,118.9395,142.7274,-122.287,1700,4954
769000,4,2.75,3630,15405,1,0,2,4,8,1850,1780,46,0,47.566,130.8065,190.264,-122.225,3380,11184
430000,3,1.5,1690,9708,1.5,0,0,5,7,1690,0,60,0,47.5732,71.3598,142.7196,-122.136,1570,9858
516250,6,2,2390,8660,1.5,0,0,4,7,2390,0,89,0,47.7589,95.5178,286.5534,-122.216,2250,12942
760000,3,3.5,2350,10739,1,0,2,5,7,1340,1010,74,0,47.7288,167.0508,143.1864,-122.284,2580,11026
579950,3,3.5,1420,1217,2,0,0,3,8,1180,240,11,0,47.6827,166.88945,143.0481,-122.324,1494,1264
476000,3,2.25,1570,7187,1,0,0,4,8,1170,400,35,0,47.7604,107.4609,143.2812,-122.356,1660,8775
510000,3,1.75,1600,19200,1,0,0,4,7,1600,0,47,0,47.7202,83.51035,143.1606,-122.249,2010,14850
205000,2,1,720,5040,1,0,0,3,6,720,0,59,0,47.5267,47.5267,95.0534,-122.36,1357,5120
240000,3,1,1470,7350,1,0,0,3,7,1470,0,45,0,47.3616,47.3616,142.0848,-122.286,1720,8050
738000,5,3.5,2790,16952,2,0,2,3,10,1970,820,23,0,47.4384,166.0344,237.192,-122.347,2980,17281
420000,3,1.75,1720,8102,1,0,0,5,6,860,860,74,0,47.7336,83.5338,143.2008,-122.29,1440,8106
455000,3,1.75,1300,9600,1,0,0,4,7,1300,0,45,0,47.6388,83.3679,142.9164,-122.103,2070,9775
765000,4,1,2520,5500,1.5,0,0,5,8,1820,700,102,0,47.5785,47.5785,190.314,-122.292,2350,5000
372000,4,1.5,1780,7914,1.5,0,0,4,7,1780,0,52,0,47.5142,71.2713,190.0568,-122.163,1350,8069
160000,3,1,1200,8360,1,0,0,2,6,1200,0,66,0,47.5414,47.5414,142.6242,-122.281,1570,6823
772000,4,2.5,2990,9643,2,0,0,3,9,2990,0,11,0,47.6292,119.073,190.5168,-122.024,2990,8666
1.13E+06,5,1.75,1910,5640,2,0,0,4,9,1910,0,108,0,47.6249,83.343575,238.1245,-122.311,2050,5400
479000,3,1,1370,3000,1.5,0,0,3,7,1370,0,90,0,47.6619,47.6619,142.9857,-122.351,1510,2151
570000,3,2.5,1910,4941,2,0,0,3,8,1910,0,16,0,47.5989,118.99725,142.7967,-122.016,1910,4941
350000,4,1,1170,8147,1.5,0,0,3,6,1170,0,55,0,47.7281,47.7281,190.9124,-122.289,1260,8147
353000,3,2.5,1250,864,3,0,0,3,8,1250,0,10,0,47.6978,119.2445,143.0934,-122.318,1330,2298
699000,5,2.5,3340,24755,2,0,0,3,10,3340,0,12,0,47.4565,118.64125,237.2825,-122.066,3420,23274
265000,3,2,1380,8536,2,0,0,4,7,1380,0,59,0,47.4374,94.8748,142.3122,-122.335,1260,8750
167000,1,1,780,10235,1.5,0,0,3,6,780,0,26,0,47.713,47.713,47.713,-121.315,930,10165
500000,4,2.25,2080,8000,1,0,0,3,8,1390,690,50,0,47.6264,107.1594,190.5056,-122.113,1800,7700
700000,3,1,1410,7200,2,0,0,4,6,1410,0,113,0,47.5924,47.5924,142.7772,-122.302,1640,7200
295000,1,1,520,5600,1,0,0,3,6,520,0,96,0,47.5579,47.5579,47.5579,-122.395,1030,5265
1.01E+06,4,3.5,3500,4080,2,0,2,3,9,2590,910,11,0,47.6834,166.8919,190.7336,-122.292,2430,5100
209000,2,1,840,5265,1,0,0,5,6,840,0,46,0,47.3644,47.3644,94.7288,-122.082,920,5100
276000,3,1.75,2240,9200,1,0,0,4,7,1440,800,47,0,47.2635,82.711125,141.7905,-122.284,1740,9600
380000,4,2.5,2100,5857,2,0,0,3,8,2100,0,13,0,47.4956,118.739,189.9824,-122.163,2090,7779
315000,3,1.5,1750,12500,1,0,0,3,7,1150,600,60,0,47.5666,71.3499,142.6998,-121.902,1680,13000
685530,4,2.5,3130,60467,2,0,0,3,9,3130,0,19,0,47.6618,119.1545,190.6472,-121.962,2780,44224
254600,3,2,1470,20000,1,0,0,4,7,1470,0,46,0,47.2973,94.5946,141.8919,-122.08,1390,30056
230000,3,2,1440,5600,1,0,0,4,6,720,720,72,1,47.4947,94.9894,142.4841,-122.185,1120,5700
335000,3,3,1430,1249,3,0,0,3,8,1430,0,11,0,47.6971,143.0913,143.0913,-122.34,1020,1112
550000,4,2.5,2170,9600,1,0,0,3,7,1460,710,34,0,47.6789,119.19725,190.7156,-122.116,1940,8400
123300,3,1,1150,8050,1.5,0,0,4,7,1150,0,58,0,47.374,47.374,142.122,-122.296,1360,8050
275436,4,2.75,2170,9658,1.5,0,0,3,7,2170,0,48,0,47.3741,130.278775,189.4964,-122.189,1490,9731
325000,4,3.5,2630,3435,1.5,0,3,3,7,1640,990,30,0,47.4355,166.02425,189.742,-122.272,1920,2435
635000,4,2.5,2490,40608,2,0,0,3,9,2490,0,17,0,47.6507,119.12675,190.6028,-122.004,3170,45441
513000,3,1.75,1710,5000,1,0,0,4,7,1110,600,71,0,47.6689,83.420575,143.0067,-122.37,920,5000
580000,4,2.5,2130,35752,1,0,0,3,8,1490,640,34,0,47.5748,118.937,190.2992,-122.031,3030,34000
225000,3,1,940,9272,1,0,0,3,7,940,0,61,0,47.4353,47.4353,142.3059,-122.335,1270,9375
265000,3,1,1400,9460,1,0,0,3,7,1060,340,53,0,47.5119,47.5119,142.5357,-122.321,1570,7700
313000,4,1.75,1630,3000,1,0,0,3,7,930,700,36,0,47.5961,83.293175,190.3844,-122.305,1630,3000
296000,2,1,1370,8400,1,0,0,3,7,1370,0,67,0,47.7344,47.7344,95.4688,-122.336,1330,8396
655500,4,2.75,2380,15800,1,0,0,3,8,1680,700,57,1,47.5929,130.880475,190.3716,-122.133,1950,11751
250750,5,1.75,2140,12058,1,0,0,4,8,2140,0,63,0,47.3167,82.804225,236.5835,-122.214,1640,10125
438000,4,2.5,1970,8545,2,0,0,3,8,1970,0,10,0,47.4893,118.72325,189.9572,-122.138,2590,7200
590000,3,2.75,2550,54014,2,0,0,4,8,1980,570,47,0,47.7596,131.3389,143.2788,-122.117,2180,21600
329500,3,1,1080,5250,1,0,0,4,7,1080,0,67,0,47.7309,47.7309,143.1927,-122.336,1100,5250
1.20E+06,3,2.25,3070,9645,2,0,0,3,10,2110,960,28,0,47.5522,106.99245,142.6566,-122.144,3130,9450
415000,2,1,1470,6000,1,0,0,3,6,900,570,71,0,47.6527,47.6527,95.3054,-122.386,1670,6000
900000,4,2.5,3620,42580,2,0,0,3,10,3620,0,30,0,47.7204,119.301,190.8816,-122.115,2950,33167
378000,3,1.5,1050,57499,1,0,0,3,7,1050,0,40,0,47.5602,71.3403,142.6806,-121.86,1460,42688
474000,2,1,1050,403365,1,0,3,5,6,1050,0,109,0,47.2221,47.2221,94.4442,-122.059,1760,108900
464000,3,1,1320,3625,2,0,0,3,7,1320,0,114,0,47.6049,47.6049,142.8147,-122.288,1660,5438
310000,3,1,1210,7649,1,0,0,4,7,1210,0,58,0,47.7693,47.7693,143.3079,-122.32,1210,6760
580000,3,1.5,1860,7190,2,0,1,5,7,1860,0,62,0,47.7716,71.6574,143.3148,-122.392,1670,5525
999000,3,2.75,2830,505166,1,1,3,4,8,1830,1000,52,0,47.3782,130.29005,142.1346,-122.514,2120,21988
510000,2,1,810,6480,1,0,0,5,6,810,0,73,0,47.6493,47.6493,95.2986,-122.398,1920,6000
650000,3,1.5,1630,7475,1,0,1,3,7,1160,470,74,0,47.6725,71.50875,143.0175,-122.272,2320,7475
196000,3,1,880,19600,1,0,0,4,7,880,0,36,0,47.2707,47.2707,141.8121,-122.34,880,10500
220000,4,1.75,1660,11664,1,0,0,3,6,1010,650,62,0,47.4943,83.115025,189.9772,-122.331,1670,9975
855000,3,2.25,3440,10628,2,0,2,3,10,3440,0,29,0,47.5647,107.020575,142.6941,-122.108,3170,11434
483000,3,1.75,2110,10454,1,0,0,4,8,1440,670,36,0,47.7344,83.5352,143.2032,-122.246,1990,10890
400000,3,1,1060,12000,1,0,0,3,7,1060,0,63,0,47.7703,47.7703,143.3109,-122.35,1550,10500
435000,3,2.5,1900,7984,2,0,0,3,8,1900,0,21,0,47.7433,119.35825,143.2299,-122.194,2650,9352
219500,1,1,820,1060,1,0,0,3,8,760,60,7,0,47.5473,47.5473,47.5473,-122.371,1770,1924
